Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
FASN,Fatty Acid Synthase,Protein Coding,51,GC17M082078,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASN
DUSP1,Dual Specificity Phosphatase 1,Protein Coding,49,GC05M172768,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP1
MELK,Maternal Embryonic Leucine Zipper Kinase,Protein Coding,48,GC09P036572,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MELK
SLC5A6,Solute Carrier Family 5 Member 6,Protein Coding,47,GC02M027201,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A6
SULT1E1,Sulfotransferase Family 1E Member 1,Protein Coding,45,GC04M069823,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1E1
UGT2B7,UDP Glucuronosyltransferase Family 2 Member B7,Protein Coding,45,GC04P069051,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B7
FOSL2,"FOS Like 2, AP-1 Transcription Factor Subunit",Protein Coding,44,GC02P028392,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSL2
FUT7,Fucosyltransferase 7,Protein Coding,44,GC09M137030,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT7
METTL3,"Methyltransferase 3, N6-Adenosine-Methyltransferase Complex Catalytic Subunit",Protein Coding,44,GC14M021498,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL3
TRIM63,Tripartite Motif Containing 63,Protein Coding,44,GC01M026062,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM63
CTNNBIP1,Catenin Beta Interacting Protein 1,Protein Coding,43,GC01M009848,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNBIP1
NFIC,Nuclear Factor I C,Protein Coding,43,GC19P003314,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFIC
DCSTAMP,Dendrocyte Expressed Seven Transmembrane Protein,Protein Coding,39,GC08P104339,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCSTAMP
THNSL2,Threonine Synthase Like 2,Protein Coding,37,GC02P088170,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THNSL2
MIR22HG,MIR22 Host Gene,RNA Gene,29,GC17M006207,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR22HG
MIR449A,MicroRNA 449a,RNA Gene,23,GC05M055171,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR449A
LOC106627981,GBA Recombination Region,Biological Region,4,GC01P155233,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106627981
JAK1,Janus Kinase 1,Protein Coding,56,GC01M064833,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK1
CDK2,Cyclin Dependent Kinase 2,Protein Coding,54,GC12P055966,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
EP300,E1A Binding Protein P300,Protein Coding,54,GC22P041114,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300
ABCC1,ATP Binding Cassette Subfamily C Member 1,Protein Coding,52,GC16P015949,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC1
HSP90AA1,Heat Shock Protein 90 Alpha Family Class A Member 1,Protein Coding,52,GC14M102080,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AA1
BRD4,Bromodomain Containing 4,Protein Coding,51,GC19M015236,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD4
FKBP5,FKBP Prolyl Isomerase 5,Protein Coding,51,GC06M069345,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP5
ROR2,Receptor Tyrosine Kinase Like Orphan Receptor 2,Protein Coding,51,GC09M095287,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROR2
CSF2RB,Colony Stimulating Factor 2 Receptor Subunit Beta,Protein Coding,50,GC22P036913,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF2RB
GCGR,Glucagon Receptor,Protein Coding,50,GC17P081804,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCGR
MAPKAPK2,MAPK Activated Protein Kinase 2,Protein Coding,50,GC01P206684,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK2
PLK4,Polo Like Kinase 4,Protein Coding,50,GC04P127880,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK4
TNNT2,"Troponin T2, Cardiac Type",Protein Coding,50,GC01M201359,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT2
EIF4EBP1,Eukaryotic Translation Initiation Factor 4E Binding Protein 1,Protein Coding,49,GC08P038535,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4EBP1
EPHA3,EPH Receptor A3,Protein Coding,49,GC03P089077,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3
FHL2,Four And A Half LIM Domains 2,Protein Coding,49,GC02M105357,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL2
SLC20A2,Solute Carrier Family 20 Member 2,Protein Coding,49,GC08M042416,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A2
BECN1,Beclin 1,Protein Coding,48,GC17M042810,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BECN1
CCNA2,Cyclin A2,Protein Coding,48,GC04M121816,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA2
CKB,Creatine Kinase B,Protein Coding,48,GC14M103519,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKB
MUTYH,MutY DNA Glycosylase,Protein Coding,48,GC01M045329,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUTYH
PDX1,Pancreatic And Duodenal Homeobox 1,Protein Coding,48,GC13P027921,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDX1
PINK1,PTEN Induced Kinase 1,Protein Coding,48,GC01P020634,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINK1
UBE2D3,Ubiquitin Conjugating Enzyme E2 D3,Protein Coding,48,GC04M102794,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D3
CRAT,Carnitine O-Acetyltransferase,Protein Coding,47,GC09M129094,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRAT
FABP4,Fatty Acid Binding Protein 4,Protein Coding,47,GC08M081478,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP4
FADS2,Fatty Acid Desaturase 2,Protein Coding,47,GC11P061792,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2
NRCAM,Neuronal Cell Adhesion Molecule,Protein Coding,47,GC07M108147,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRCAM
PTS,6-Pyruvoyltetrahydropterin Synthase,Protein Coding,47,GC11P112226,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTS
PXN,Paxillin,Protein Coding,47,GC12M120210,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXN
SETD7,"SET Domain Containing 7, Histone Lysine Methyltransferase",Protein Coding,47,GC04M139495,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD7
SORT1,Sortilin 1,Protein Coding,47,GC01M109310,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SORT1
UGT1A9,UDP Glucuronosyltransferase Family 1 Member A9,Protein Coding,47,GC02P233671,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A9
CYP4F2,Cytochrome P450 Family 4 Subfamily F Member 2,Protein Coding,46,GC19M015878,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP4F2
FABP3,Fatty Acid Binding Protein 3,Protein Coding,46,GC01M031365,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP3
FADS1,Fatty Acid Desaturase 1,Protein Coding,46,GC11M061799,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS1
GATAD2B,GATA Zinc Finger Domain Containing 2B,Protein Coding,46,GC01M153805,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATAD2B
GPR55,G Protein-Coupled Receptor 55,Protein Coding,46,GC02M230907,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR55
PPP3R1,"Protein Phosphatase 3 Regulatory Subunit B, Alpha",Protein Coding,46,GC02M068143,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP3R1
PTPN3,Protein Tyrosine Phosphatase Non-Receptor Type 3,Protein Coding,46,GC09M109375,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN3
TXN2,Thioredoxin 2,Protein Coding,46,GC22M036467,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN2
ELK1,ETS Transcription Factor ELK1,Protein Coding,45,GC0XM047635,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK1
FMOD,Fibromodulin,Protein Coding,45,GC01M203340,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMOD
GPR68,G Protein-Coupled Receptor 68,Protein Coding,45,GC14M091232,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR68
RPN2,Ribophorin II,Protein Coding,45,GC20P037178,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPN2
SLC14A1,Solute Carrier Family 14 Member 1 (Kidd Blood Group),Protein Coding,45,GC18P045687,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC14A1
STC2,Stanniocalcin 2,Protein Coding,45,GC05M173314,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STC2
UBE2D2,Ubiquitin Conjugating Enzyme E2 D2,Protein Coding,45,GC05P139526,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D2
WNT7B,Wnt Family Member 7B,Protein Coding,45,GC22M045920,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7B
JUNB,"JunB Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,44,GC19P012791,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUNB
LTBR,Lymphotoxin Beta Receptor,Protein Coding,44,GC12P006375,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBR
PPP2R2C,Protein Phosphatase 2 Regulatory Subunit Bgamma,Protein Coding,44,GC04M006322,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2C
SHOC2,SHOC2 Leucine Rich Repeat Scaffold Protein,Protein Coding,43,GC10P110919,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOC2
WWP1,WW Domain Containing E3 Ubiquitin Protein Ligase 1,Protein Coding,43,GC08P086342,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWP1
FBXO32,F-Box Protein 32,Protein Coding,42,GC08M123525,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO32
SLA2,Src Like Adaptor 2,Protein Coding,42,GC20M036613,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLA2
BCL2L14,BCL2 Like 14,Protein Coding,41,GC12P012049,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L14
OSTF1,Osteoclast Stimulating Factor 1,Protein Coding,41,GC09P075088,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSTF1
SLA,Src Like Adaptor,Protein Coding,41,GC08M133040,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLA
CDAN1,Codanin 1,Protein Coding,40,GC15M042723,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDAN1
CYP4F11,Cytochrome P450 Family 4 Subfamily F Member 11,Protein Coding,40,GC19M015912,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP4F11
GPR173,G Protein-Coupled Receptor 173,Protein Coding,40,GC0XP053049,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR173
GPR182,G Protein-Coupled Receptor 182,Protein Coding,40,GC12P056994,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR182
GREB1,Growth Regulating Estrogen Receptor Binding 1,Protein Coding,40,GC02P011482,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GREB1
HSPB7,Heat Shock Protein Family B (Small) Member 7,Protein Coding,40,GC01M016014,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB7
THRAP3,Thyroid Hormone Receptor Associated Protein 3,Protein Coding,40,GC01P036224,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRAP3
RHOU,Ras Homolog Family Member U,Protein Coding,39,GC01P228644,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOU
GPX6,Glutathione Peroxidase 6,Protein Coding,38,GC06M028503,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX6
CDIN1,CDAN1 Interacting Nuclease 1,Protein Coding,37,GC15P044493,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDIN1
FABP12,Fatty Acid Binding Protein 12,Protein Coding,36,GC08M081524,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP12
ZNF516,Zinc Finger Protein 516,Protein Coding,36,GC18M076357,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF516
DCHS2,Dachsous Cadherin-Related 2,Protein Coding,34,GC04M154232,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCHS2
FAM9B,Family With Sequence Similarity 9 Member B,Protein Coding,33,GC0XM009050,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM9B
LINC00311,Long Intergenic Non-Protein Coding RNA 311,RNA Gene,21,GC16P085282,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00311
MIR106A,MicroRNA 106a,RNA Gene,20,GC0XM134328,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106A
MIR450B,MicroRNA 450b,RNA Gene,18,GC0XM134540,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR450B
MIR19B2,MicroRNA 19b-2,RNA Gene,16,GC0XM134324,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR19B2
PTCSC2,Papillary Thyroid Carcinoma Susceptibility Candidate 2,RNA Gene,16,GC09M097699,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCSC2
LINC01435,Long Intergenic Non-Protein Coding RNA 1435,RNA Gene,15,GC10M107694,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01435
LINC01436,Long Intergenic Non-Protein Coding RNA 1436,RNA Gene,15,GC21P036039,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01436
LOC100420587,SHC Binding And Spindle Associated 1 Pseudogene,Pseudogene,12,GC19M028435,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100420587
ST2,Suppression Of Tumorigenicity 2,Genetic Locus,8,GC11U990127,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST2
HDLC3,"High Density Lipoprotein Cholesterol, Low Serum, 3",Genetic Locus,2,GC16U900195,0.140883699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDLC3
MUC1,"Mucin 1, Cell Surface Associated",Protein Coding,51,GC01M155185,0.108958729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC1
PRMT7,Protein Arginine Methyltransferase 7,Protein Coding,47,GC16P068517,0.108958729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT7
HOXD9,Homeobox D9,Protein Coding,43,GC02P176122,0.108958729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXD9
LUZP2,Leucine Zipper Protein 2,Protein Coding,37,GC11P024518,0.108958729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUZP2
CDK5,Cyclin Dependent Kinase 5,Protein Coding,55,GC07M151053,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5
EPHB2,EPH Receptor B2,Protein Coding,55,GC01P022710,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB2
LCK,"LCK Proto-Oncogene, Src Family Tyrosine Kinase",Protein Coding,55,GC01P032251,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCK
UCHL1,Ubiquitin C-Terminal Hydrolase L1,Protein Coding,55,GC04P041256,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCHL1
NFKB2,Nuclear Factor Kappa B Subunit 2,Protein Coding,54,GC10P102394,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB2
ZAP70,Zeta Chain Of T Cell Receptor Associated Protein Kinase 70,Protein Coding,54,GC02P097761,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZAP70
ACVRL1,Activin A Receptor Like Type 1,Protein Coding,53,GC12P051906,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVRL1
CTH,Cystathionine Gamma-Lyase,Protein Coding,52,GC01P070411,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTH
ITPR1,"Inositol 1,4,5-Trisphosphate Receptor Type 1",Protein Coding,52,GC03P004486,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR1
NFKBIA,NFKB Inhibitor Alpha,Protein Coding,52,GC14M035401,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIA
PLG,Plasminogen,Protein Coding,52,GC06P160702,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG
PPP2CA,Protein Phosphatase 2 Catalytic Subunit Alpha,Protein Coding,52,GC05M134194,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CA
SLC1A3,Solute Carrier Family 1 Member 3,Protein Coding,52,GC05P036650,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A3
ADAM9,ADAM Metallopeptidase Domain 9,Protein Coding,51,GC08P038996,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM9
DES,Desmin,Protein Coding,51,GC02P219418,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DES
GLUL,Glutamate-Ammonia Ligase,Protein Coding,51,GC01M182378,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUL
KEAP1,Kelch Like ECH Associated Protein 1,Protein Coding,51,GC19M010486,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KEAP1
KIF11,Kinesin Family Member 11,Protein Coding,51,GC10P092574,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF11
PTPN12,Protein Tyrosine Phosphatase Non-Receptor Type 12,Protein Coding,51,GC07P077537,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN12
SCN4A,Sodium Voltage-Gated Channel Alpha Subunit 4,Protein Coding,51,GC17M063938,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN4A
TBP,TATA-Box Binding Protein,Protein Coding,51,GC06P170554,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBP
ATF2,Activating Transcription Factor 2,Protein Coding,50,GC02M175072,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF2
BCL2L1,BCL2 Like 1,Protein Coding,50,GC20M031664,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L1
CA1,Carbonic Anhydrase 1,Protein Coding,50,GC08M085327,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA1
EPHA1,EPH Receptor A1,Protein Coding,50,GC07M143390,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA1
F13A1,Coagulation Factor XIII A Chain,Protein Coding,50,GC06M006144,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F13A1
FGR,"FGR Proto-Oncogene, Src Family Tyrosine Kinase",Protein Coding,50,GC01M027984,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGR
MVK,Mevalonate Kinase,Protein Coding,50,GC12P109573,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MVK
PAK2,P21 (RAC1) Activated Kinase 2,Protein Coding,50,GC03P196739,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK2
PDE2A,Phosphodiesterase 2A,Protein Coding,50,GC11M072576,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE2A
PIK3CB,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta",Protein Coding,50,GC03M138652,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CB
PPP1CA,Protein Phosphatase 1 Catalytic Subunit Alpha,Protein Coding,50,GC11M097161,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1CA
TUBB4A,Tubulin Beta 4A Class IVa,Protein Coding,50,GC19M006496,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB4A
XDH,Xanthine Dehydrogenase,Protein Coding,50,GC02M031334,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XDH
ALPI,"Alkaline Phosphatase, Intestinal",Protein Coding,49,GC02P232456,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPI
CCNB1,Cyclin B1,Protein Coding,49,GC05P069167,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNB1
CD81,CD81 Molecule,Protein Coding,49,GC11P002548,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD81
DVL1,Dishevelled Segment Polarity Protein 1,Protein Coding,49,GC01M001335,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DVL1
GALNT2,Polypeptide N-Acetylgalactosaminyltransferase 2,Protein Coding,49,GC01P230057,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT2
HRH2,Histamine Receptor H2,Protein Coding,49,GC05P175659,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH2
NPY1R,Neuropeptide Y Receptor Y1,Protein Coding,49,GC04M163323,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY1R
OPRD1,Opioid Receptor Delta 1,Protein Coding,49,GC01P028812,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRD1
PPIA,Peptidylprolyl Isomerase A,Protein Coding,49,GC07P044807,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIA
TGFBI,Transforming Growth Factor Beta Induced,Protein Coding,49,GC05P136027,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBI
ACSS2,Acyl-CoA Synthetase Short Chain Family Member 2,Protein Coding,48,GC20P034873,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSS2
CCN2,Cellular Communication Network Factor 2,Protein Coding,48,GC06M131948,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN2
CISH,Cytokine Inducible SH2 Containing Protein,Protein Coding,48,GC03M051490,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CISH
CNTN2,Contactin 2,Protein Coding,48,GC01P205043,0.099619821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTN2
